,Stesyen ID,Tahun,Bulan,Hari,Jumlah Hujan(mm)
1,48657,71,1,1,125
2,48657,71,1,2,130.3
3,48657,71,1,3,327.2
4,48657,71,1,4,252.2
5,48657,71,1,5,33.8
6,48657,71,1,6,6.1
7,48657,71,1,7,5.1
8,48657,71,1,8,0.5
9,48657,71,1,9,0.5
10,48657,71,1,10,0
11,48657,71,1,11,2.3
12,48657,71,1,12,0
13,48657,71,1,13,0
14,48657,71,1,14,0
15,48657,71,1,15,0
16,48657,71,1,16,0
17,48657,71,1,17,0
18,48657,71,1,18,0
19,48657,71,1,19,0
20,48657,71,1,20,0
21,48657,71,1,21,0.8
22,48657,71,1,22,5.1
23,48657,71,1,23,0
24,48657,71,1,24,0.3
25,48657,71,1,25,0
26,48657,71,1,26,0
27,48657,71,1,27,0
28,48657,71,1,28,0
29,48657,71,1,29,0
30,48657,71,1,30,0
31,48657,71,1,31,45.7
32,48657,71,2,1,43.4
33,48657,71,2,2,0
34,48657,71,2,3,0
35,48657,71,2,4,0
36,48657,71,2,5,0
37,48657,71,2,6,0
38,48657,71,2,7,0
39,48657,71,2,8,0
40,48657,71,2,9,0
41,48657,71,2,10,0
42,48657,71,2,11,0
43,48657,71,2,12,0
44,48657,71,2,13,0
45,48657,71,2,14,0
46,48657,71,2,15,0
47,48657,71,2,16,8.9
48,48657,71,2,17,7.4
49,48657,71,2,18,0
50,48657,71,2,19,8.6
51,48657,71,2,20,0
52,48657,71,2,21,7.1
53,48657,71,2,22,66.3
54,48657,71,2,23,47.2
55,48657,71,2,24,0.8
56,48657,71,2,25,0
57,48657,71,2,26,0.3
58,48657,71,2,27,26.4
59,48657,71,2,28,3.3
60,48657,71,3,1,0.3
61,48657,71,3,2,2.8
62,48657,71,3,3,10.2
63,48657,71,3,4,6.1
64,48657,71,3,5,1.5
65,48657,71,3,6,0
66,48657,71,3,7,0
67,48657,71,3,8,0
68,48657,71,3,9,0
69,48657,71,3,10,0
70,48657,71,3,11,5.1
71,48657,71,3,12,0
72,48657,71,3,13,0
73,48657,71,3,14,0
74,48657,71,3,15,0
75,48657,71,3,16,8.4
76,48657,71,3,17,27.7
77,48657,71,3,18,6.1
78,48657,71,3,19,4.3
79,48657,71,3,20,0
80,48657,71,3,21,0
81,48657,71,3,22,2.5
82,48657,71,3,23,0
83,48657,71,3,24,0
84,48657,71,3,25,0
85,48657,71,3,26,0
86,48657,71,3,27,0
87,48657,71,3,28,0
88,48657,71,3,29,0
89,48657,71,3,30,0
90,48657,71,3,31,0
91,48657,71,4,1,0.5
92,48657,71,4,2,2.5
93,48657,71,4,3,0
94,48657,71,4,4,0
95,48657,71,4,5,0
96,48657,71,4,6,0
97,48657,71,4,7,0
98,48657,71,4,8,0
99,48657,71,4,9,0
100,48657,71,4,10,3.8
101,48657,71,4,11,0
102,48657,71,4,12,0
103,48657,71,4,13,0
104,48657,71,4,14,0
105,48657,71,4,15,0
106,48657,71,4,16,0
107,48657,71,4,17,0
108,48657,71,4,18,0
109,48657,71,4,19,0
110,48657,71,4,20,0
111,48657,71,4,21,0
112,48657,71,4,22,0
113,48657,71,4,23,0
114,48657,71,4,24,0
115,48657,71,4,25,12.7
116,48657,71,4,26,0.3
117,48657,71,4,27,0
118,48657,71,4,28,0
119,48657,71,4,29,0
120,48657,71,4,30,18.5
121,48657,71,5,1,2.8
122,48657,71,5,2,0
123,48657,71,5,3,0
124,48657,71,5,4,0
125,48657,71,5,5,0
126,48657,71,5,6,1
127,48657,71,5,7,0
128,48657,71,5,8,5.1
129,48657,71,5,9,2.8
130,48657,71,5,10,1.5
131,48657,71,5,11,0
132,48657,71,5,12,11.7
133,48657,71,5,13,11.9
134,48657,71,5,14,22.9
135,48657,71,5,15,0
136,48657,71,5,16,0
137,48657,71,5,17,20.6
138,48657,71,5,18,16.5
139,48657,71,5,19,0
140,48657,71,5,20,20.6
141,48657,71,5,21,1.5
142,48657,71,5,22,0
143,48657,71,5,23,0.3
144,48657,71,5,24,0
145,48657,71,5,25,1.3
146,48657,71,5,26,0
147,48657,71,5,27,4.1
148,48657,71,5,28,3.8
149,48657,71,5,29,0.5
150,48657,71,5,30,0
151,48657,71,5,31,0
152,48657,71,6,1,0
153,48657,71,6,2,0
154,48657,71,6,3,1.8
155,48657,71,6,4,0.3
156,48657,71,6,5,5.6
157,48657,71,6,6,0
158,48657,71,6,7,0
159,48657,71,6,8,0.5
160,48657,71,6,9,0
161,48657,71,6,10,0
162,48657,71,6,11,0
163,48657,71,6,12,0
164,48657,71,6,13,0
165,48657,71,6,14,6.9
166,48657,71,6,15,1.3
167,48657,71,6,16,0
168,48657,71,6,17,0
169,48657,71,6,18,1.5
170,48657,71,6,19,22.4
171,48657,71,6,20,0
172,48657,71,6,21,0.5
173,48657,71,6,22,0
174,48657,71,6,23,14.2
175,48657,71,6,24,0
176,48657,71,6,25,15.2
177,48657,71,6,26,0
178,48657,71,6,27,0
179,48657,71,6,28,30
180,48657,71,6,29,0
181,48657,71,6,30,0
182,48657,71,7,1,1.5
183,48657,71,7,2,0
184,48657,71,7,3,53.1
185,48657,71,7,4,0
186,48657,71,7,5,0
187,48657,71,7,6,0
188,48657,71,7,7,0
189,48657,71,7,8,0
190,48657,71,7,9,0
191,48657,71,7,10,38.6
192,48657,71,7,11,88.9
193,48657,71,7,12,0
194,48657,71,7,13,133.4
195,48657,71,7,14,0
196,48657,71,7,15,0
197,48657,71,7,16,6.6
198,48657,71,7,17,0.8
199,48657,71,7,18,0
200,48657,71,7,19,2.5
201,48657,71,7,20,0
202,48657,71,7,21,0
203,48657,71,7,22,0
204,48657,71,7,23,13.5
205,48657,71,7,24,0.5
206,48657,71,7,25,6.9
207,48657,71,7,26,29.5
208,48657,71,7,27,0
209,48657,71,7,28,1.5
210,48657,71,7,29,26.4
211,48657,71,7,30,0
212,48657,71,7,31,0
213,48657,71,8,1,26.7
214,48657,71,8,2,0
215,48657,71,8,3,0
216,48657,71,8,4,0
217,48657,71,8,5,0
218,48657,71,8,6,1
219,48657,71,8,7,0
220,48657,71,8,8,0
221,48657,71,8,9,0
222,48657,71,8,10,15.2
223,48657,71,8,11,9.9
224,48657,71,8,12,0
225,48657,71,8,13,0
226,48657,71,8,14,0
227,48657,71,8,15,0
228,48657,71,8,16,0
229,48657,71,8,17,0
230,48657,71,8,18,1.8
231,48657,71,8,19,0
232,48657,71,8,20,0
233,48657,71,8,21,0
234,48657,71,8,22,13
235,48657,71,8,23,23.4
236,48657,71,8,24,0
237,48657,71,8,25,0
238,48657,71,8,26,0
239,48657,71,8,27,7.1
240,48657,71,8,28,4.6
241,48657,71,8,29,1
242,48657,71,8,30,36.3
243,48657,71,8,31,0
244,48657,71,9,1,8.9
245,48657,71,9,2,0
246,48657,71,9,3,1.5
247,48657,71,9,4,0
248,48657,71,9,5,0
249,48657,71,9,6,8.6
250,48657,71,9,7,0
251,48657,71,9,8,0
252,48657,71,9,9,0
253,48657,71,9,10,15.5
254,48657,71,9,11,28.7
255,48657,71,9,12,6.9
256,48657,71,9,13,0
257,48657,71,9,14,0
258,48657,71,9,15,1.3
259,48657,71,9,16,16.8
260,48657,71,9,17,0
261,48657,71,9,18,0
262,48657,71,9,19,0
263,48657,71,9,20,1.5
264,48657,71,9,21,42.4
265,48657,71,9,22,10.7
266,48657,71,9,23,0
267,48657,71,9,24,0
268,48657,71,9,25,1.5
269,48657,71,9,26,5.6
270,48657,71,9,27,0
271,48657,71,9,28,0
272,48657,71,9,29,0
273,48657,71,9,30,33.5
274,48657,71,10,1,2
275,48657,71,10,2,0.5
276,48657,71,10,3,0.3
277,48657,71,10,4,16.5
278,48657,71,10,5,0
279,48657,71,10,6,0
280,48657,71,10,7,15.7
281,48657,71,10,8,0
282,48657,71,10,9,0
283,48657,71,10,10,0
284,48657,71,10,11,26.2
285,48657,71,10,12,49.8
286,48657,71,10,13,0
287,48657,71,10,14,2.5
288,48657,71,10,15,4.3
289,48657,71,10,16,4.8
290,48657,71,10,17,0.3
291,48657,71,10,18,18.3
292,48657,71,10,19,21.6
293,48657,71,10,20,5.3
294,48657,71,10,21,2.8
295,48657,71,10,22,0
296,48657,71,10,23,11.4
297,48657,71,10,24,40.9
298,48657,71,10,25,20.6
299,48657,71,10,26,11.2
300,48657,71,10,27,12.2
301,48657,71,10,28,0.8
302,48657,71,10,29,0
303,48657,71,10,30,0
304,48657,71,10,31,0
305,48657,71,11,1,0
306,48657,71,11,2,16.3
307,48657,71,11,3,0
308,48657,71,11,4,0
309,48657,71,11,5,12.2
310,48657,71,11,6,4.6
311,48657,71,11,7,5.6
312,48657,71,11,8,2.5
313,48657,71,11,9,0
314,48657,71,11,10,4.8
315,48657,71,11,11,57.2
316,48657,71,11,12,0
317,48657,71,11,13,1
318,48657,71,11,14,0
319,48657,71,11,15,0
320,48657,71,11,16,0.8
321,48657,71,11,17,9.7
322,48657,71,11,18,0
323,48657,71,11,19,13.5
324,48657,71,11,20,27.4
325,48657,71,11,21,2.3
326,48657,71,11,22,16.3
327,48657,71,11,23,11.9
328,48657,71,11,24,5.3
329,48657,71,11,25,1.5
330,48657,71,11,26,6.1
331,48657,71,11,27,39.4
332,48657,71,11,28,13.2
333,48657,71,11,29,1.8
334,48657,71,11,30,0
335,48657,71,12,1,0.5
336,48657,71,12,2,102.1
337,48657,71,12,3,1.5
338,48657,71,12,4,2.5
339,48657,71,12,5,27.4
340,48657,71,12,6,26.2
341,48657,71,12,7,84.1
342,48657,71,12,8,218.9
343,48657,71,12,9,229.6
344,48657,71,12,10,211.3
345,48657,71,12,11,14.7
346,48657,71,12,12,181.9
347,48657,71,12,13,30
348,48657,71,12,14,2
349,48657,71,12,15,24.6
350,48657,71,12,16,64.8
351,48657,71,12,17,84.3
352,48657,71,12,18,17.8
353,48657,71,12,19,19.1
354,48657,71,12,20,40.1
355,48657,71,12,21,14.7
356,48657,71,12,22,2.5
357,48657,71,12,23,0
358,48657,71,12,24,23.6
359,48657,71,12,25,0
360,48657,71,12,26,14.7
361,48657,71,12,27,1.5
362,48657,71,12,28,0.3
363,48657,71,12,29,0
364,48657,71,12,30,0
365,48657,71,12,31,0
366,48657,72,1,1,0
367,48657,72,1,2,0
368,48657,72,1,3,0
369,48657,72,1,4,0
370,48657,72,1,5,0
371,48657,72,1,6,0
372,48657,72,1,7,65.3
373,48657,72,1,8,0.5
374,48657,72,1,9,2.8
375,48657,72,1,10,0
376,48657,72,1,11,0
377,48657,72,1,12,0
378,48657,72,1,13,0
379,48657,72,1,14,0
380,48657,72,1,15,0
381,48657,72,1,16,0.5
382,48657,72,1,17,2.5
383,48657,72,1,18,2.5
384,48657,72,1,19,3
385,48657,72,1,20,4.8
386,48657,72,1,21,5.8
387,48657,72,1,22,0.3
388,48657,72,1,23,0
389,48657,72,1,24,0
390,48657,72,1,25,6.4
391,48657,72,1,26,0.8
392,48657,72,1,27,11.7
393,48657,72,1,28,0.3
394,48657,72,1,29,0
395,48657,72,1,30,0
396,48657,72,1,31,0
397,48657,72,2,1,1.3
398,48657,72,2,2,0
399,48657,72,2,3,0
400,48657,72,2,4,0
401,48657,72,2,5,0
402,48657,72,2,6,0
403,48657,72,2,7,0
404,48657,72,2,8,0
405,48657,72,2,9,0
406,48657,72,2,10,0
407,48657,72,2,11,0
408,48657,72,2,12,0
409,48657,72,2,13,0
410,48657,72,2,14,0
411,48657,72,2,15,0
412,48657,72,2,16,0
413,48657,72,2,17,0
414,48657,72,2,18,0.8
415,48657,72,2,19,0
416,48657,72,2,20,3
417,48657,72,2,21,0
418,48657,72,2,22,28.2
419,48657,72,2,23,0
420,48657,72,2,24,0
421,48657,72,2,25,0
422,48657,72,2,26,23.6
423,48657,72,2,27,0
424,48657,72,2,28,10.7
425,48657,72,2,29,0
426,48657,72,3,1,0
427,48657,72,3,2,1
428,48657,72,3,3,0.5
429,48657,72,3,4,0
430,48657,72,3,5,0
431,48657,72,3,6,0
432,48657,72,3,7,0
433,48657,72,3,8,0
434,48657,72,3,9,0
435,48657,72,3,10,0
436,48657,72,3,11,0
437,48657,72,3,12,0
438,48657,72,3,13,0
439,48657,72,3,14,0.5
440,48657,72,3,15,0
441,48657,72,3,16,0
442,48657,72,3,17,0
443,48657,72,3,18,0
444,48657,72,3,19,0
445,48657,72,3,20,0
446,48657,72,3,21,0
447,48657,72,3,22,0
448,48657,72,3,23,0
449,48657,72,3,24,0
450,48657,72,3,25,0
451,48657,72,3,26,1
452,48657,72,3,27,1
453,48657,72,3,28,0
454,48657,72,3,29,0
455,48657,72,3,30,0
456,48657,72,3,31,0
457,48657,72,4,1,0
458,48657,72,4,2,0
459,48657,72,4,3,0
460,48657,72,4,4,0
461,48657,72,4,5,45.2
462,48657,72,4,6,19.1
463,48657,72,4,7,0
464,48657,72,4,8,9.7
465,48657,72,4,9,0
466,48657,72,4,10,32.5
467,48657,72,4,11,4.8
468,48657,72,4,12,0
469,48657,72,4,13,1
470,48657,72,4,14,0
471,48657,72,4,15,0
472,48657,72,4,16,0
473,48657,72,4,17,0
474,48657,72,4,18,0
475,48657,72,4,19,0
476,48657,72,4,20,4.1
477,48657,72,4,21,0
478,48657,72,4,22,0.8
479,48657,72,4,23,0
480,48657,72,4,24,1
481,48657,72,4,25,7.4
482,48657,72,4,26,0.5
483,48657,72,4,27,2.5
484,48657,72,4,28,2
485,48657,72,4,29,0
486,48657,72,4,30,27.7
487,48657,72,5,1,3
488,48657,72,5,2,0
489,48657,72,5,3,0
490,48657,72,5,4,0.5
491,48657,72,5,5,0
492,48657,72,5,6,0
493,48657,72,5,7,0
494,48657,72,5,8,0
495,48657,72,5,9,73.7
496,48657,72,5,10,0
497,48657,72,5,11,0
498,48657,72,5,12,3.6
499,48657,72,5,13,0
500,48657,72,5,14,16
501,48657,72,5,15,11.2
502,48657,72,5,16,3
503,48657,72,5,17,3.3
504,48657,72,5,18,0
505,48657,72,5,19,0
506,48657,72,5,20,0
507,48657,72,5,21,7.1
508,48657,72,5,22,0
509,48657,72,5,23,0
510,48657,72,5,24,0
511,48657,72,5,25,0
512,48657,72,5,26,0.5
513,48657,72,5,27,68.6
514,48657,72,5,28,11.9
515,48657,72,5,29,0
516,48657,72,5,30,18.8
517,48657,72,5,31,0
518,48657,72,6,1,0
519,48657,72,6,2,0
520,48657,72,6,3,2
521,48657,72,6,4,12.2
522,48657,72,6,5,4.8
523,48657,72,6,6,2.8
524,48657,72,6,7,4.8
525,48657,72,6,8,0
526,48657,72,6,9,0
527,48657,72,6,10,0
528,48657,72,6,11,0
529,48657,72,6,12,0
530,48657,72,6,13,0
531,48657,72,6,14,0
532,48657,72,6,15,0
533,48657,72,6,16,0
534,48657,72,6,17,0
535,48657,72,6,18,0
536,48657,72,6,19,0
537,48657,72,6,20,0.5
538,48657,72,6,21,0.3
539,48657,72,6,22,0.8
540,48657,72,6,23,15
541,48657,72,6,24,51.8
542,48657,72,6,25,0
543,48657,72,6,26,0
544,48657,72,6,27,0
545,48657,72,6,28,0
546,48657,72,6,29,0
547,48657,72,6,30,21.3
548,48657,72,7,1,0
549,48657,72,7,2,0
550,48657,72,7,3,0
551,48657,72,7,4,1
552,48657,72,7,5,0
553,48657,72,7,6,0
554,48657,72,7,7,0
555,48657,72,7,8,19.1
556,48657,72,7,9,1.5
557,48657,72,7,10,0
558,48657,72,7,11,0
559,48657,72,7,12,0
560,48657,72,7,13,0
561,48657,72,7,14,0
562,48657,72,7,15,0
563,48657,72,7,16,0
564,48657,72,7,17,0
565,48657,72,7,18,0.3
566,48657,72,7,19,23.6
567,48657,72,7,20,23.9
568,48657,72,7,21,0
569,48657,72,7,22,0
570,48657,72,7,23,2.5
571,48657,72,7,24,0
572,48657,72,7,25,1.3
573,48657,72,7,26,0
574,48657,72,7,27,0
575,48657,72,7,28,0
576,48657,72,7,29,0
577,48657,72,7,30,0
578,48657,72,7,31,0
579,48657,72,8,1,4.3
580,48657,72,8,2,13.2
581,48657,72,8,3,0
582,48657,72,8,4,2.3
583,48657,72,8,5,0
584,48657,72,8,6,0.5
585,48657,72,8,7,13.5
586,48657,72,8,8,0
587,48657,72,8,9,2.3
588,48657,72,8,10,7.1
589,48657,72,8,11,2.5
590,48657,72,8,12,0
591,48657,72,8,13,0.8
592,48657,72,8,14,0
593,48657,72,8,15,0
594,48657,72,8,16,0
595,48657,72,8,17,30.5
596,48657,72,8,18,0
597,48657,72,8,19,0
598,48657,72,8,20,18.5
599,48657,72,8,21,0
600,48657,72,8,22,0
601,48657,72,8,23,1
602,48657,72,8,24,0
603,48657,72,8,25,5.6
604,48657,72,8,26,0
605,48657,72,8,27,0
606,48657,72,8,28,0
607,48657,72,8,29,0
608,48657,72,8,30,5.1
609,48657,72,8,31,0
610,48657,72,9,1,0.8
611,48657,72,9,2,0
612,48657,72,9,3,0
613,48657,72,9,4,0
614,48657,72,9,5,10.7
615,48657,72,9,6,0
616,48657,72,9,7,1.5
617,48657,72,9,8,0
618,48657,72,9,9,19.8
619,48657,72,9,10,11.2
620,48657,72,9,11,36.1
621,48657,72,9,12,1.3
622,48657,72,9,13,0
623,48657,72,9,14,0
624,48657,72,9,15,0
625,48657,72,9,16,4.6
626,48657,72,9,17,0
627,48657,72,9,18,0.5
628,48657,72,9,19,16.8
629,48657,72,9,20,0
630,48657,72,9,21,18.5
631,48657,72,9,22,0
632,48657,72,9,23,0
633,48657,72,9,24,83.1
634,48657,72,9,25,0
635,48657,72,9,26,0
636,48657,72,9,27,0
637,48657,72,9,28,0
638,48657,72,9,29,0
639,48657,72,9,30,0
640,48657,72,10,1,2
641,48657,72,10,2,0
642,48657,72,10,3,0
643,48657,72,10,4,0
644,48657,72,10,5,0
645,48657,72,10,6,0
646,48657,72,10,7,0.3
647,48657,72,10,8,13.2
648,48657,72,10,9,4.3
649,48657,72,10,10,0
650,48657,72,10,11,0
651,48657,72,10,12,0
652,48657,72,10,13,0
653,48657,72,10,14,0
654,48657,72,10,15,0
655,48657,72,10,16,0
656,48657,72,10,17,0
657,48657,72,10,18,0
658,48657,72,10,19,8.4
659,48657,72,10,20,2.3
660,48657,72,10,21,0.3
661,48657,72,10,22,4.3
662,48657,72,10,23,0
663,48657,72,10,24,1
664,48657,72,10,25,0.3
665,48657,72,10,26,0.8
666,48657,72,10,27,0
667,48657,72,10,28,0.5
668,48657,72,10,29,0
669,48657,72,10,30,33.8
670,48657,72,10,31,0
671,48657,72,11,1,0
672,48657,72,11,2,0
673,48657,72,11,3,5.6
674,48657,72,11,4,3.6
675,48657,72,11,5,4.1
676,48657,72,11,6,0
677,48657,72,11,7,0
678,48657,72,11,8,3.6
679,48657,72,11,9,6.1
680,48657,72,11,10,58.9
681,48657,72,11,11,0
682,48657,72,11,12,18.8
683,48657,72,11,13,0
684,48657,72,11,14,0
685,48657,72,11,15,9.9
686,48657,72,11,16,4.6
687,48657,72,11,17,3.3
688,48657,72,11,18,7.4
689,48657,72,11,19,36.1
690,48657,72,11,20,3
691,48657,72,11,21,0.5
692,48657,72,11,22,0
693,48657,72,11,23,0.5
694,48657,72,11,24,31.2
695,48657,72,11,25,9.1
696,48657,72,11,26,2
697,48657,72,11,27,9.7
698,48657,72,11,28,5.3
699,48657,72,11,29,2.8
700,48657,72,11,30,0
701,48657,72,12,1,0
702,48657,72,12,2,2.5
703,48657,72,12,3,0
704,48657,72,12,4,12.2
705,48657,72,12,5,26.4
706,48657,72,12,6,0
707,48657,72,12,7,0
708,48657,72,12,8,1.3
709,48657,72,12,9,40.1
710,48657,72,12,10,0
711,48657,72,12,11,1.8
712,48657,72,12,12,20.1
713,48657,72,12,13,30.7
714,48657,72,12,14,216.4
715,48657,72,12,15,170.9
716,48657,72,12,16,265.7
717,48657,72,12,17,98.8
718,48657,72,12,18,126
719,48657,72,12,19,61.7
720,48657,72,12,20,29.5
721,48657,72,12,21,81.8
722,48657,72,12,22,10.4
723,48657,72,12,23,0
724,48657,72,12,24,0
725,48657,72,12,25,30.7
726,48657,72,12,26,73.9
727,48657,72,12,27,151.1
728,48657,72,12,28,0
729,48657,72,12,29,0
730,48657,72,12,30,0
731,48657,72,12,31,9.7
732,48657,73,1,1,0.3
733,48657,73,1,2,14.7
734,48657,73,1,3,39.6
735,48657,73,1,4,36.6
736,48657,73,1,5,20.1
737,48657,73,1,6,0.5
738,48657,73,1,7,27.4
739,48657,73,1,8,11.2
740,48657,73,1,9,1.5
741,48657,73,1,10,0
742,48657,73,1,11,0
743,48657,73,1,12,1.5
744,48657,73,1,13,0
745,48657,73,1,14,0
746,48657,73,1,15,11.7
747,48657,73,1,16,2
748,48657,73,1,17,3.3
749,48657,73,1,18,0
750,48657,73,1,19,0
751,48657,73,1,20,0
752,48657,73,1,21,0
753,48657,73,1,22,0
754,48657,73,1,23,0
755,48657,73,1,24,0
756,48657,73,1,25,0
757,48657,73,1,26,0
758,48657,73,1,27,0
759,48657,73,1,28,0
760,48657,73,1,29,0
761,48657,73,1,30,57.9
762,48657,73,1,31,8.1
763,48657,73,2,1,4.1
764,48657,73,2,2,0.5
765,48657,73,2,3,0
766,48657,73,2,4,0
767,48657,73,2,5,0
768,48657,73,2,6,0
769,48657,73,2,7,0
770,48657,73,2,8,0
771,48657,73,2,9,2.3
772,48657,73,2,10,1.8
773,48657,73,2,11,1.3
774,48657,73,2,12,0.3
775,48657,73,2,13,0
776,48657,73,2,14,48.8
777,48657,73,2,15,8.6
778,48657,73,2,16,2
779,48657,73,2,17,5.1
780,48657,73,2,18,0
781,48657,73,2,19,0
782,48657,73,2,20,0
783,48657,73,2,21,0
784,48657,73,2,22,0
785,48657,73,2,23,0
786,48657,73,2,24,0
787,48657,73,2,25,0
788,48657,73,2,26,0
789,48657,73,2,27,0
790,48657,73,2,28,0
791,48657,73,3,1,0
792,48657,73,3,2,0
793,48657,73,3,3,0
794,48657,73,3,4,0
795,48657,73,3,5,0
796,48657,73,3,6,0
797,48657,73,3,7,25.4
798,48657,73,3,8,0.5
799,48657,73,3,9,61.7
800,48657,73,3,10,18.8
801,48657,73,3,11,0.5
802,48657,73,3,12,0
803,48657,73,3,13,0
804,48657,73,3,14,0
805,48657,73,3,15,0
806,48657,73,3,16,0
807,48657,73,3,17,45.2
808,48657,73,3,18,44.5
809,48657,73,3,19,3
810,48657,73,3,20,0
811,48657,73,3,21,0
812,48657,73,3,22,0
813,48657,73,3,23,0
814,48657,73,3,24,19.8
815,48657,73,3,25,10.4
816,48657,73,3,26,13.2
817,48657,73,3,27,0
818,48657,73,3,28,0.8
819,48657,73,3,29,1
820,48657,73,3,30,8.9
821,48657,73,3,31,0
822,48657,73,4,1,0
823,48657,73,4,2,0
824,48657,73,4,3,0.5
825,48657,73,4,4,57.7
826,48657,73,4,5,0
827,48657,73,4,6,0
828,48657,73,4,7,0
829,48657,73,4,8,0
830,48657,73,4,9,0
831,48657,73,4,10,0
832,48657,73,4,11,0
833,48657,73,4,12,0
834,48657,73,4,13,0
835,48657,73,4,14,1
836,48657,73,4,15,19.1
837,48657,73,4,16,0
838,48657,73,4,17,0
839,48657,73,4,18,0
840,48657,73,4,19,0
841,48657,73,4,20,0
842,48657,73,4,21,0
843,48657,73,4,22,7.1
844,48657,73,4,23,2.5
845,48657,73,4,24,0
846,48657,73,4,25,0
847,48657,73,4,26,11.2
848,48657,73,4,27,0
849,48657,73,4,28,35.6
850,48657,73,4,29,2.3
851,48657,73,4,30,7.4
852,48657,73,5,1,0
853,48657,73,5,2,0
854,48657,73,5,3,0.8
855,48657,73,5,4,0
856,48657,73,5,5,1.5
857,48657,73,5,6,18.3
858,48657,73,5,7,2.3
859,48657,73,5,8,4.6
860,48657,73,5,9,10.2
861,48657,73,5,10,0
862,48657,73,5,11,1.8
863,48657,73,5,12,0
864,48657,73,5,13,0
865,48657,73,5,14,0
866,48657,73,5,15,0
867,48657,73,5,16,0
868,48657,73,5,17,0
869,48657,73,5,18,7.1
870,48657,73,5,19,0
871,48657,73,5,20,0
872,48657,73,5,21,40.6
873,48657,73,5,22,0
874,48657,73,5,23,0.5
875,48657,73,5,24,0
876,48657,73,5,25,3
877,48657,73,5,26,0
878,48657,73,5,27,0
879,48657,73,5,28,0.3
880,48657,73,5,29,0
881,48657,73,5,30,0
882,48657,73,5,31,4.6
883,48657,73,6,1,0.8
884,48657,73,6,2,27.4
885,48657,73,6,3,0
886,48657,73,6,4,0.8
887,48657,73,6,5,0
888,48657,73,6,6,22.4
889,48657,73,6,7,1.3
890,48657,73,6,8,8.1
891,48657,73,6,9,81
892,48657,73,6,10,0
893,48657,73,6,11,10.2
894,48657,73,6,12,1.3
895,48657,73,6,13,0
896,48657,73,6,14,0
897,48657,73,6,15,0
898,48657,73,6,16,0
899,48657,73,6,17,0
900,48657,73,6,18,0
901,48657,73,6,19,0
902,48657,73,6,20,0
903,48657,73,6,21,0
904,48657,73,6,22,71.4
905,48657,73,6,23,0
906,48657,73,6,24,0
907,48657,73,6,25,0.8
908,48657,73,6,26,21.3
909,48657,73,6,27,0
910,48657,73,6,28,2.5
911,48657,73,6,29,22.6
912,48657,73,6,30,23.1
913,48657,73,7,1,5.3
914,48657,73,7,2,0
915,48657,73,7,3,0
916,48657,73,7,4,0
917,48657,73,7,5,0
918,48657,73,7,6,0
919,48657,73,7,7,10.2
920,48657,73,7,8,4.1
921,48657,73,7,9,0
922,48657,73,7,10,0
923,48657,73,7,11,5.8
924,48657,73,7,12,0
925,48657,73,7,13,14.7
926,48657,73,7,14,0
927,48657,73,7,15,0
928,48657,73,7,16,0
929,48657,73,7,17,0
930,48657,73,7,18,0
931,48657,73,7,19,0
932,48657,73,7,20,55.9
933,48657,73,7,21,0
934,48657,73,7,22,0
935,48657,73,7,23,0.5
936,48657,73,7,24,21.8
937,48657,73,7,25,0
938,48657,73,7,26,1.8
939,48657,73,7,27,5.3
940,48657,73,7,28,0
941,48657,73,7,29,0.5
942,48657,73,7,30,3.8
943,48657,73,7,31,2.5
944,48657,73,8,1,0
945,48657,73,8,2,0
946,48657,73,8,3,0.5
947,48657,73,8,4,0.3
948,48657,73,8,5,0.3
949,48657,73,8,6,2.8
950,48657,73,8,7,0
951,48657,73,8,8,3
952,48657,73,8,9,16
953,48657,73,8,10,0.3
954,48657,73,8,11,0
955,48657,73,8,12,10.4
956,48657,73,8,13,1.5
957,48657,73,8,14,1.5
958,48657,73,8,15,2
959,48657,73,8,16,1.3
960,48657,73,8,17,3.6
961,48657,73,8,18,0
962,48657,73,8,19,17.8
963,48657,73,8,20,0
964,48657,73,8,21,0
965,48657,73,8,22,14.7
966,48657,73,8,23,1.8
967,48657,73,8,24,0
968,48657,73,8,25,0
969,48657,73,8,26,11.2
970,48657,73,8,27,0
971,48657,73,8,28,0.5
972,48657,73,8,29,0
973,48657,73,8,30,5.3
974,48657,73,8,31,0
975,48657,73,9,1,0
976,48657,73,9,2,0
977,48657,73,9,3,37.6
978,48657,73,9,4,6.4
979,48657,73,9,5,6.1
980,48657,73,9,6,1.5
981,48657,73,9,7,0
982,48657,73,9,8,0
983,48657,73,9,9,0
984,48657,73,9,10,32.8
985,48657,73,9,11,0
986,48657,73,9,12,7.4
987,48657,73,9,13,0.5
988,48657,73,9,14,0
989,48657,73,9,15,0.8
990,48657,73,9,16,0
991,48657,73,9,17,16
992,48657,73,9,18,0
993,48657,73,9,19,11.4
994,48657,73,9,20,2
995,48657,73,9,21,4.1
996,48657,73,9,22,1.5
997,48657,73,9,23,3
998,48657,73,9,24,15.2
999,48657,73,9,25,0
1000,48657,73,9,26,17.8
1001,48657,73,9,27,34
1002,48657,73,9,28,0
1003,48657,73,9,29,0
1004,48657,73,9,30,0
1005,48657,73,10,1,0
1006,48657,73,10,2,0.5
1007,48657,73,10,3,0
1008,48657,73,10,4,5.6
1009,48657,73,10,5,0
